date,gold,silver
02/04/1990,368,4.9375
03/04/1990,374.8,5.001
04/04/1990,374.25,5.01
05/04/1990,378.1,5.1475
06/04/1990,380.35,5.179
09/04/1990,378.85,5.1435
10/04/1990,375.3,5.115
11/04/1990,374.1,5.085
12/04/1990,375.25,5.1275
17/04/1990,373.85,5.055
18/04/1990,374.7,5.0925
19/04/1990,376.6,5.091
20/04/1990,376.8,5.0775
23/04/1990,375.65,5.08
24/04/1990,377.95,5.1
25/04/1990,374.8,5.023
26/04/1990,371.35,4.96
27/04/1990,371.4,4.96
30/04/1990,371.55,4.936
01/05/1990,368.95,4.9525
02/05/1990,370.5,4.996
03/05/1990,369.15,5.01
04/05/1990,371.4,5.06
08/05/1990,372.1,5.0325
09/05/1990,369.7,4.9975
10/05/1990,371,5.0325
11/05/1990,368.25,5.049
14/05/1990,368.3,5.0515
15/05/1990,367.4,5.032
16/05/1990,369.6,5.02
17/05/1990,369.1,5.0275
18/05/1990,369.7,5.04
21/05/1990,373.4,5.1335
22/05/1990,372.4,5.125
23/05/1990,363.25,5.095
24/05/1990,367.65,5.2185
25/05/1990,366.35,5.225
29/05/1990,368.35,5.236
30/05/1990,365.7,5.13
31/05/1990,363.7,5.07
01/06/1990,363.1,5.074
04/06/1990,358.75,5.05
05/06/1990,357.85,5.05
06/06/1990,359.8,5.091
07/06/1990,353.25,4.986
08/06/1990,353.6,5.0125
11/06/1990,354.7,4.995
12/06/1990,356,5.01
13/06/1990,353,4.99
14/06/1990,346.75,4.91
15/06/1990,347.05,4.8375
18/06/1990,349,4.835
19/06/1990,348.45,4.8385
20/06/1990,347.05,4.8225
21/06/1990,350,4.8375
22/06/1990,349.35,4.822
25/06/1990,351.4,4.8425
26/06/1990,353.1,4.804
27/06/1990,350.3,4.811
28/06/1990,350.9,4.825
29/06/1990,352.4,4.84
02/07/1990,357.1,4.9075
03/07/1990,357.4,4.9575
04/07/1990,361.25,4.935
05/07/1990,358.85,4.8985
06/07/1990,360.35,4.88
09/07/1990,359.9,4.88
10/07/1990,357.55,4.8
11/07/1990,353.7,4.8125
12/07/1990,353.2,4.826
13/07/1990,359.1,4.896
16/07/1990,362.5,4.916
17/07/1990,361.3,4.85
18/07/1990,360.1,4.827
19/07/1990,361.55,4.881
20/07/1990,360.75,4.865
23/07/1990,361.8,4.882
24/07/1990,368.25,4.9
25/07/1990,367.4,4.874
26/07/1990,370.6,4.8525
27/07/1990,368.5,4.8365
30/07/1990,367.8,4.83
31/07/1990,371.1,4.855
01/08/1990,371.1,4.8125
02/08/1990,382.6,4.9325
03/08/1990,375.8,4.826
06/08/1990,380,4.875
07/08/1990,383.95,4.931
08/08/1990,384.75,4.872
09/08/1990,385.85,4.8825
10/08/1990,388.75,4.94
13/08/1990,399.9,5.085
14/08/1990,411,5.2015
15/08/1990,401.5,5.1325
16/08/1990,399.25,5.065
17/08/1990,410.5,5.21
20/08/1990,410.9,5.201
21/08/1990,407.85,5.16
22/08/1990,410,5.1165
23/08/1990,415.7,5.216
24/08/1990,412,5.134
28/08/1990,392.55,4.92
29/08/1990,389.1,4.86
30/08/1990,385.8,4.8375
31/08/1990,388.1,4.83
03/09/1990,387.5,4.85
04/09/1990,386.75,4.8165
05/09/1990,384.6,4.7575
06/09/1990,388.25,4.8
07/09/1990,388.85,4.7825
10/09/1990,382.5,4.77
11/09/1990,378.4,4.75
12/09/1990,380.65,4.795
13/09/1990,382.15,4.8175
14/09/1990,384.3,4.806
17/09/1990,387.9,4.7865
18/09/1990,390.55,4.785
19/09/1990,386.45,4.8
20/09/1990,386,4.795
21/09/1990,390.1,4.81
24/09/1990,390.15,4.829
25/09/1990,406.35,4.9275
26/09/1990,401.75,4.825
27/09/1990,401.9,4.7775
28/09/1990,406.1,4.795
01/10/1990,400,4.786
02/10/1990,389.25,4.69
03/10/1990,389.85,4.6915
04/10/1990,392.75,4.71
05/10/1990,393,4.715
08/10/1990,391.25,4.6675
09/10/1990,394.8,4.6925
10/10/1990,392.2,4.6275
11/10/1990,389.6,4.385
12/10/1990,388.3,4.2475
15/10/1990,381.85,4.259
16/10/1990,375.15,4.2025
17/10/1990,365.75,4.219
18/10/1990,370,4.2475
19/10/1990,371.75,4.2425
22/10/1990,368.5,4.231
23/10/1990,370.75,4.23
24/10/1990,371.1,4.2265
25/10/1990,373.9,4.23
26/10/1990,377.3,4.22
29/10/1990,371,4.07
30/10/1990,373.35,4.1365
31/10/1990,379.25,4.2225
01/11/1990,380.1,4.181
02/11/1990,379.75,4.23
05/11/1990,377.05,4.175
06/11/1990,381.4,4.223
07/11/1990,383.5,4.2265
08/11/1990,386.3,4.2625
09/11/1990,384.85,4.244
12/11/1990,381.9,4.2115
13/11/1990,383.2,4.21
14/11/1990,383.45,4.2
15/11/1990,378.5,4.175
16/11/1990,380.3,4.14
19/11/1990,377.6,4.13
20/11/1990,379.5,4.1435
21/11/1990,377.35,4.11
22/11/1990,380.2,4.1525
23/11/1990,380,4.145
26/11/1990,387.05,4.19
27/11/1990,384.25,4.1225
28/11/1990,384.75,4.114
29/11/1990,385.25,4.131
30/11/1990,384.8,4.0865
03/12/1990,381.75,4.1285
04/12/1990,377,4.164
05/12/1990,377.3,4.152
06/12/1990,373.8,4.121
07/12/1990,371.1,4.1475
10/12/1990,372.25,4.0975
11/12/1990,374.3,4.0825
12/12/1990,371.9,4.0635
13/12/1990,373,4.0125
14/12/1990,373.15,3.964
17/12/1990,376.85,3.95
18/12/1990,376,3.965
19/12/1990,376.8,3.971
20/12/1990,384.45,4.1035
21/12/1990,383.25,4.1485
27/12/1990,383.75,4.0975
28/12/1990,385.4,4.0945
02/01/1991,392.5,4.1635
03/01/1991,386.75,4.0965
04/01/1991,388.1,4.21
07/01/1991,391,4.2025
08/01/1991,392.8,4.25
09/01/1991,390.7,4.085
10/01/1991,388.5,4.1385
11/01/1991,390.4,4.151
14/01/1991,395.35,4.195
15/01/1991,398,4.205
16/01/1991,403.7,4.224
17/01/1991,383.5,4.0975
18/01/1991,380,4.041
21/01/1991,378.25,4.0375
22/01/1991,381.25,4.0285
23/01/1991,377.9,3.9775
24/01/1991,377.05,3.8725
25/01/1991,373.8,3.835
28/01/1991,374.5,3.806
29/01/1991,377.6,3.8575
30/01/1991,369.75,3.809
31/01/1991,369.6,3.826
01/02/1991,367.95,3.8785
04/02/1991,367,3.8625
05/02/1991,367.15,3.822
06/02/1991,360.9,3.81
07/02/1991,363.5,3.8
08/02/1991,368.3,3.8325
11/02/1991,368,3.8155
12/02/1991,362.05,3.66
13/02/1991,367.05,3.72
14/02/1991,366.85,3.769
15/02/1991,366.25,3.8185
18/02/1991,364.6,3.776
19/02/1991,361.6,3.74
20/02/1991,363.75,3.699
21/02/1991,361.5,3.663
22/02/1991,358.9,3.62
25/02/1991,357.5,3.5475
26/02/1991,359.1,3.6265
27/02/1991,360,3.614
28/02/1991,363,3.6785
01/03/1991,367.45,3.755
04/03/1991,365.5,3.755
05/03/1991,364.3,3.82
06/03/1991,363.6,3.831
07/03/1991,366.25,3.9075
08/03/1991,367.5,4.001
11/03/1991,369.25,4.17
12/03/1991,363.95,3.979
13/03/1991,365.2,4.059
14/03/1991,365.7,4.03
15/03/1991,363.6,4.0325
18/03/1991,363.4,4.0525
19/03/1991,362,3.944
20/03/1991,364.2,4.0375
21/03/1991,362.1,3.9755
22/03/1991,362.95,4.008
25/03/1991,361.75,3.9525
26/03/1991,358,3.9175
27/03/1991,357.1,3.899
28/03/1991,354,3.836
02/04/1991,357.9,3.935
03/04/1991,357.85,4.065
04/04/1991,358.1,4.0575
05/04/1991,358.3,4.0375
08/04/1991,358.8,3.96
09/04/1991,361.2,4
10/04/1991,363.65,4.0235
11/04/1991,360.75,3.9865
12/04/1991,361.45,4.0175
15/04/1991,360.6,3.9775
16/04/1991,360.3,4.024
17/04/1991,361,4.07
18/04/1991,361.2,4.121
19/04/1991,357.1,3.9525
22/04/1991,356.25,3.92
23/04/1991,356.9,3.945
24/04/1991,355.9,3.9375
25/04/1991,353,3.874
26/04/1991,354.15,3.9
29/04/1991,351.3,3.8875
30/04/1991,353.45,3.9335
01/05/1991,356.25,3.9725
02/05/1991,355.35,3.9335
03/05/1991,356.45,4.0175
07/05/1991,356.25,4.025
08/05/1991,356.4,4.025
09/05/1991,356.85,4.0625
10/05/1991,356.3,4.0325
13/05/1991,356.75,4.036
14/05/1991,358,4.0025
15/05/1991,360.25,4.117
16/05/1991,358.35,4.1
17/05/1991,354.95,4.0165
20/05/1991,353.9,4.005
21/05/1991,356.75,4.04
22/05/1991,356.75,4.09
23/05/1991,355,4.0375
24/05/1991,355.5,4.05
28/05/1991,356.3,4.059
29/05/1991,360.75,4.142
30/05/1991,360.8,4.1175
31/05/1991,361.55,4.1325
03/06/1991,361.5,4.156
04/06/1991,362,4.1525
05/06/1991,361.6,4.166
06/06/1991,363.4,4.2415
10/06/1991,367.6,4.571
11/06/1991,372.75,4.481
12/06/1991,370.7,4.514
13/06/1991,368.4,4.465
14/06/1991,369,4.51
17/06/1991,367.3,4.3885
18/06/1991,368,4.4775
19/06/1991,367.3,4.4315
20/06/1991,367.8,4.4425
21/06/1991,367.4,4.4425
24/06/1991,365.2,4.341
25/06/1991,363.25,4.36
26/06/1991,366,4.4175
27/06/1991,365.3,4.355
28/06/1991,366.9,4.4535
01/07/1991,368.65,4.4525
02/07/1991,366.65,4.424
03/07/1991,367.75,4.4275
04/07/1991,369.4,4.495
05/07/1991,370.25,4.5335
08/07/1991,371.35,4.505
09/07/1991,369,4.4615
10/07/1991,370.2,4.4765
11/07/1991,368.85,4.42
12/07/1991,367.9,4.38
15/07/1991,369.1,4.39
16/07/1991,368.5,4.3725
17/07/1991,369.2,4.4025
18/07/1991,370.35,4.4475
19/07/1991,370.3,4.395
22/07/1991,370.1,4.4015
23/07/1991,368.05,4.325
24/07/1991,367,4.231
25/07/1991,365.1,4.1275
26/07/1991,364.7,4.1005
29/07/1991,366,4.109
30/07/1991,362.3,4.0475
31/07/1991,363.6,4.0675
01/08/1991,364.3,4.054
02/08/1991,360.35,3.9715
05/08/1991,355.6,3.935
06/08/1991,357.2,3.9585
07/08/1991,355.85,3.965
08/08/1991,357,3.9725
09/08/1991,357.85,3.9665
12/08/1991,357.75,3.9915
13/08/1991,357.25,3.9535
14/08/1991,356.5,3.946
15/08/1991,358,3.97
16/08/1991,357.25,3.9615
19/08/1991,360.75,4.0475
20/08/1991,358.5,4.0025
21/08/1991,356.2,3.93
22/08/1991,356.5,3.9425
23/08/1991,354.4,3.88
27/08/1991,354.1,3.9535
28/08/1991,355.3,3.95
29/08/1991,353.5,3.941
30/08/1991,347,3.815
02/09/1991,347.6,3.831
03/09/1991,349.15,3.8735
04/09/1991,348.6,3.928
05/09/1991,347.3,3.8625
06/09/1991,347,3.871
09/09/1991,350.1,4.003
10/09/1991,351.2,4.0635
11/09/1991,347.5,3.97
12/09/1991,345.45,3.9715
13/09/1991,343.5,3.965
16/09/1991,344.9,4.06
17/09/1991,346.35,4.0775
18/09/1991,348,4.094
19/09/1991,349.55,4.095
20/09/1991,347.55,4.0725
23/09/1991,349.05,4.1225
24/09/1991,351.25,4.245
25/09/1991,352.4,4.235
26/09/1991,352.3,4.2215
27/09/1991,348.4,4.09
30/09/1991,350.5,4.135
01/10/1991,353,4.1465
02/10/1991,354.4,4.216
03/10/1991,357.2,4.1735
04/10/1991,357,4.1725
07/10/1991,359.2,4.13
08/10/1991,358.5,4.071
09/10/1991,357.6,4.0825
10/10/1991,359.55,4.1175
11/10/1991,357.25,4.05
14/10/1991,360.3,4.0985
15/10/1991,358.6,4.0765
16/10/1991,356.4,4.0525
17/10/1991,357.75,4.125
18/10/1991,360.25,4.12
21/10/1991,363.1,4.173
22/10/1991,362.9,4.1575
23/10/1991,362.9,4.145
24/10/1991,359.8,4.0865
25/10/1991,362,4.1215
28/10/1991,359.5,4.0835
29/10/1991,358.6,4.0525
30/10/1991,359.8,4.1125
31/10/1991,357.4,4.09
01/11/1991,357.5,4.102
04/11/1991,356.65,4.0785
05/11/1991,356.45,4.105
06/11/1991,354.4,4.0725
07/11/1991,355.3,4.07
08/11/1991,353.35,4.025
11/11/1991,354.9,4.0375
12/11/1991,355.1,4.035
13/11/1991,356.45,4.049
14/11/1991,356.15,4.0435
15/11/1991,355.3,4.01
18/11/1991,360.05,4.0515
19/11/1991,359.85,4.044
20/11/1991,362.55,4.0775
21/11/1991,363.75,4.096
22/11/1991,367.2,4.1325
25/11/1991,368.4,4.1375
26/11/1991,367,4.0885
27/11/1991,366.5,4.0975
28/11/1991,365.45,4.1
29/11/1991,366.85,4.065
02/12/1991,368.25,4.093
03/12/1991,366,4.065
04/12/1991,365.7,4.0525
05/12/1991,365.75,4.0475
06/12/1991,367.9,4.065
09/12/1991,370.2,4.0685
10/12/1991,370.75,4.0435
11/12/1991,367.7,4.005
12/12/1991,366.1,3.9475
13/12/1991,358.9,3.855
16/12/1991,360.05,3.871
17/12/1991,357.1,3.854
18/12/1991,357.5,3.885
19/12/1991,357.95,3.854
20/12/1991,356.25,3.8225
23/12/1991,359.2,3.89
27/12/1991,356.1,3.9025
30/12/1991,353.3,3.86
02/01/1992,351.2,3.8675
03/01/1992,352.4,3.985
06/01/1992,351.15,3.939
07/01/1992,349.3,3.9485
08/01/1992,350.3,3.945
09/01/1992,351.75,3.98
10/01/1992,356.65,4.138
13/01/1992,354.9,4.0715
14/01/1992,353.4,4.0475
15/01/1992,355.6,4.14
16/01/1992,354.6,4.136
17/01/1992,357.3,4.335
20/01/1992,356.6,4.23
21/01/1992,357.35,4.259
22/01/1992,356.85,4.255
23/01/1992,356.55,4.2935
24/01/1992,354.5,4.2
27/01/1992,354.85,4.17
28/01/1992,356.3,4.2035
29/01/1992,355.4,4.161
30/01/1992,356.5,4.235
31/01/1992,354.15,4.131
03/02/1992,357.1,4.1775
04/02/1992,356.35,4.166
05/02/1992,354.95,4.1675
06/02/1992,356.25,4.219
07/02/1992,355.4,4.195
10/02/1992,354.7,4.1865
11/02/1992,355.25,4.179
12/02/1992,356.35,4.195
13/02/1992,356.65,4.21
14/02/1992,355.35,4.1925
17/02/1992,354.2,4.1525
18/02/1992,353.5,4.132
19/02/1992,352.35,4.0575
20/02/1992,353.05,4.096
21/02/1992,353.25,4.1025
24/02/1992,349,4.077
25/02/1992,350.65,4.125
26/02/1992,348.8,4.065
27/02/1992,350.85,4.1
28/02/1992,353.05,4.1185
02/03/1992,350.55,4.095
03/03/1992,351,4.121
04/03/1992,350.2,4.106
05/03/1992,349.6,4.11
06/03/1992,350.55,4.1535
09/03/1992,349,4.158
10/03/1992,348.9,4.1675
11/03/1992,349,4.1525
12/03/1992,348.65,4.1425
13/03/1992,347.25,4.106
16/03/1992,346.75,4.1065
17/03/1992,343.35,4.043
18/03/1992,340,4.0715
19/03/1992,338.5,4.016
20/03/1992,337.6,4.1
23/03/1992,338,4.1075
24/03/1992,337.75,4.108
25/03/1992,340.1,4.109
26/03/1992,340.75,4.09
27/03/1992,340.35,4.0925
30/03/1992,342.75,4.1535
31/03/1992,341.5,4.12
01/04/1992,343.75,4.1515
02/04/1992,341.25,4.09
03/04/1992,340.25,4.0875
06/04/1992,340.5,4.094
07/04/1992,338.5,4.095
08/04/1992,337.7,4.092
09/04/1992,338.4,4.096
10/04/1992,341,4.1315
13/04/1992,342,4.125
14/04/1992,338.8,4.085
15/04/1992,339.6,4.1025
16/04/1992,336.8,4.031
21/04/1992,338.2,3.985
22/04/1992,338.3,3.99
23/04/1992,338.6,4.02
24/04/1992,336.55,3.99
27/04/1992,336.5,3.99
28/04/1992,336.85,3.9775
29/04/1992,334.75,3.935
30/04/1992,336.25,3.9815
01/05/1992,337.1,4.014
05/05/1992,336.5,4.0125
06/05/1992,336.75,4.065
07/05/1992,336.25,4.045
08/05/1992,334.85,4.0355
11/05/1992,336.5,4.11
12/05/1992,334.9,4.0825
13/05/1992,334.75,4.0825
14/05/1992,336.5,4.096
15/05/1992,338.15,4.1175
18/05/1992,339.2,4.0975
19/05/1992,340,4.115
20/05/1992,337.45,4.077
21/05/1992,337.45,4.075
22/05/1992,337.2,4.07
26/05/1992,337,4.0875
27/05/1992,338.45,4.1025
28/05/1992,337.2,4.075
29/05/1992,337.55,4.0575
01/06/1992,336.8,4.0275
02/06/1992,337.75,4.0715
03/06/1992,339.85,4.0895
04/06/1992,338.65,4.061
05/06/1992,338.85,4.0825
08/06/1992,338.5,4.0535
09/06/1992,337.7,4.0545
10/06/1992,337.85,4.056
11/06/1992,338,4.0565
12/06/1992,340.25,4.1065
15/06/1992,342.25,4.1215
16/06/1992,342.15,4.1035
17/06/1992,342.1,4.1065
18/06/1992,340.9,4.0875
19/06/1992,343.5,4.111
22/06/1992,341.6,4.0475
23/06/1992,344.1,4.0555
24/06/1992,344,4.039
25/06/1992,343.15,4.0345
26/06/1992,343.35,4.022
29/06/1992,342.55,3.9925
30/06/1992,343.4,4.026
01/07/1992,343.6,4.0485
02/07/1992,344.65,4.065
03/07/1992,345.8,4.04
06/07/1992,346.2,4.0525
07/07/1992,345.8,3.9175
08/07/1992,347.7,3.906
09/07/1992,347.2,3.9085
10/07/1992,348.75,3.965
13/07/1992,348.9,3.936
14/07/1992,350.4,3.95
15/07/1992,350.95,3.9505
16/07/1992,353.15,3.9375
17/07/1992,352.65,3.921
20/07/1992,358.8,3.995
21/07/1992,357.4,3.9525
22/07/1992,357.1,3.9625
23/07/1992,359.3,4.0125
24/07/1992,357.9,3.98
27/07/1992,358,3.9725
28/07/1992,359.25,3.9725
29/07/1992,358.2,3.94
30/07/1992,356.75,3.915
31/07/1992,357.95,3.9525
03/08/1992,357.3,3.9415
04/08/1992,352.75,3.876
05/08/1992,352.9,3.88
06/08/1992,349.25,3.9015
07/08/1992,349.85,3.9275
10/08/1992,350.75,3.976
11/08/1992,348.5,3.9425
12/08/1992,346.5,3.8935
13/08/1992,339.25,3.809
14/08/1992,336,3.8135
17/08/1992,337.5,3.82
18/08/1992,336.55,3.79
19/08/1992,338.6,3.804
20/08/1992,336.7,3.729
21/08/1992,337.35,3.735
24/08/1992,341.85,3.7615
25/08/1992,340.85,3.7065
26/08/1992,340.35,3.6475
27/08/1992,338.75,3.695
28/08/1992,340.5,3.719
01/09/1992,342.65,3.752
02/09/1992,340.4,3.72
03/09/1992,339.05,3.7165
04/09/1992,341.3,3.7415
07/09/1992,343.25,3.7275
08/09/1992,341.9,3.725
09/09/1992,343.1,3.7475
10/09/1992,341.75,3.73
11/09/1992,341.05,3.6875
14/09/1992,342.75,3.7475
15/09/1992,346.2,3.785
16/09/1992,346.2,3.838
17/09/1992,350.75,3.8275
18/09/1992,348.65,3.8075
21/09/1992,348.25,3.823
22/09/1992,347.5,3.791
23/09/1992,348.9,3.835
24/09/1992,348.9,3.82
25/09/1992,348.35,3.8215
28/09/1992,349,3.809
29/09/1992,347.7,3.725
30/09/1992,349,3.766
01/10/1992,347.6,3.7525
02/10/1992,348,3.7325
05/10/1992,348.75,3.7465
06/10/1992,350.5,3.7585
07/10/1992,349.5,3.7515
08/10/1992,350,3.7335
09/10/1992,349.8,3.7455
12/10/1992,348.1,3.744
13/10/1992,343.45,3.7175
14/10/1992,343.3,3.705
15/10/1992,341.75,3.725
16/10/1992,341.75,3.71
19/10/1992,342.25,3.7225
20/10/1992,342.55,3.74
21/10/1992,343.5,3.8135
22/10/1992,342.8,3.8
23/10/1992,343.6,3.799
26/10/1992,341.3,3.7525
27/10/1992,339.1,3.75
28/10/1992,338.2,3.765
29/10/1992,339.5,3.7665
30/10/1992,338.8,3.764
02/11/1992,339.3,3.7565
03/11/1992,338.75,3.793
04/11/1992,336.9,3.795
05/11/1992,337.45,3.8725
06/11/1992,336.7,3.9075
09/11/1992,335,3.8585
10/11/1992,330.2,3.713
11/11/1992,331.95,3.6875
12/11/1992,333.2,3.6875
13/11/1992,334.25,3.7985
16/11/1992,336,3.762
17/11/1992,333.85,3.7565
18/11/1992,335.4,3.7675
19/11/1992,333.6,3.749
20/11/1992,335.55,3.7725
23/11/1992,334.25,3.752
24/11/1992,333.95,3.7575
25/11/1992,334.75,3.76
26/11/1992,334.65,3.7625
27/11/1992,334,3.75
30/11/1992,333.7,3.7325
01/12/1992,334.6,3.76
02/12/1992,335.1,3.7575
03/12/1992,335.9,3.759
04/12/1992,335.9,3.7625
07/12/1992,335.5,3.7585
08/12/1992,335.25,3.7585
09/12/1992,333.4,3.714
10/12/1992,333.9,3.705
11/12/1992,334.2,3.724
14/12/1992,335.3,3.7275
15/12/1992,334.7,3.7165
16/12/1992,334.9,3.714
17/12/1992,337.75,3.75
18/12/1992,337.15,3.775
21/12/1992,336.35,3.75
22/12/1992,334.35,3.7335
23/12/1992,332.55,3.6975
29/12/1992,332.9,3.675
30/12/1992,332.3,3.663
04/01/1993,329.4,3.66
05/01/1993,328.8,3.654
06/01/1993,328.85,3.7
07/01/1993,329.7,3.699
08/01/1993,329.1,3.66
11/01/1993,328.4,3.6655
12/01/1993,328.5,3.678
13/01/1993,327.85,3.6685
14/01/1993,328.2,3.6915
15/01/1993,327.45,3.6665
18/01/1993,327.9,3.673
19/01/1993,329.05,3.6865
20/01/1993,328.65,3.685
21/01/1993,329.85,3.716
22/01/1993,329.4,3.7125
25/01/1993,328.6,3.695
26/01/1993,329.1,3.7015
27/01/1993,330.6,3.675
28/01/1993,329.7,3.69
29/01/1993,330.75,3.7075
01/02/1993,329.5,3.66
02/02/1993,329.35,3.6685
03/02/1993,329.6,3.674
04/02/1993,328.15,3.67
05/02/1993,327.8,3.67
08/02/1993,327.6,3.6575
09/02/1993,327.75,3.6825
10/02/1993,328.7,3.7125
11/02/1993,331.65,3.7675
12/02/1993,330,3.742
15/02/1993,328.35,3.688
16/02/1993,329.2,3.687
17/02/1993,331.5,3.705
18/02/1993,329,3.656
19/02/1993,331.1,3.64
22/02/1993,328.9,3.5815
23/02/1993,329.2,3.58
24/02/1993,330.35,3.6015
25/02/1993,329.75,3.5895
26/02/1993,328.75,3.5665
01/03/1993,328.4,3.5825
02/03/1993,328.9,3.585
03/03/1993,329.55,3.584
04/03/1993,328.5,3.5725
05/03/1993,329.7,3.587
08/03/1993,328.7,3.575
09/03/1993,327.2,3.56
10/03/1993,326.5,3.57
11/03/1993,326.65,3.6
12/03/1993,326.5,3.64
15/03/1993,327.9,3.625
16/03/1993,329,3.65
17/03/1993,328.65,3.6585
18/03/1993,329.5,3.6415
19/03/1993,331.3,3.6775
22/03/1993,332.2,3.6825
23/03/1993,331.9,3.665
24/03/1993,331.3,3.654
25/03/1993,332.65,3.6825
26/03/1993,332.7,3.7175
29/03/1993,331.6,3.704
30/03/1993,333.2,3.7775
31/03/1993,336.9,3.89
01/04/1993,337,3.8575
02/04/1993,339.4,3.9715
05/04/1993,339.35,3.8575
06/04/1993,338.45,3.875
07/04/1993,337.15,3.7915
08/04/1993,337.85,3.8775
13/04/1993,336.95,3.8725
14/04/1993,337.55,3.9015
15/04/1993,339.2,3.9325
16/04/1993,337,3.87
19/04/1993,340.4,3.975
20/04/1993,341.55,3.9525
21/04/1993,339.15,3.9115
22/04/1993,337.7,3.8775
23/04/1993,340.95,3.9325
26/04/1993,348.55,4.0185
27/04/1993,352.8,4.1025
28/04/1993,349.7,4.045
29/04/1993,354.8,4.36
30/04/1993,353.45,4.2985
04/05/1993,353.4,4.274
05/05/1993,352.75,4.252
06/05/1993,356.1,4.303
07/05/1993,357.5,4.3625
10/05/1993,356.25,4.2775
11/05/1993,355.35,4.244
12/05/1993,356,4.2325
13/05/1993,367,4.52
14/05/1993,366.6,4.435
17/05/1993,367.85,4.4615
18/05/1993,366.6,4.403
19/05/1993,378.75,4.744
20/05/1993,376.05,4.513
21/05/1993,374.05,4.5225
24/05/1993,380,4.7225
25/05/1993,374.35,4.5215
26/05/1993,377.25,4.555
27/05/1993,377,4.591
28/05/1993,381,4.7135
01/06/1993,378.25,4.615
02/06/1993,368.25,4.365
03/06/1993,370.4,4.385
04/06/1993,377.5,4.5
07/06/1993,375.45,4.355
08/06/1993,373.75,4.3925
09/06/1993,370.65,4.3675
10/06/1993,369.6,4.305
11/06/1993,370.2,4.31
14/06/1993,366.3,4.22
15/06/1993,365,4.225
16/06/1993,370,4.318
17/06/1993,369.4,4.326
18/06/1993,370.65,4.3425
21/06/1993,369.55,4.29
22/06/1993,369.1,4.2965
23/06/1993,367,4.266
24/06/1993,374.1,4.43
25/06/1993,374.6,4.4025
28/06/1993,378.1,4.505
29/06/1993,375.25,4.455
30/06/1993,379,4.575
01/07/1993,377.85,4.5475
02/07/1993,390,4.835
05/07/1993,387.25,4.885
06/07/1993,388,5.07
07/07/1993,397.25,5.1675
08/07/1993,398.4,5.115
09/07/1993,389.4,4.99
12/07/1993,394.4,5.065
13/07/1993,390.4,4.9775
14/07/1993,395.7,5.095
15/07/1993,391.8,4.925
16/07/1993,393.65,5.045
19/07/1993,392.8,5.0685
20/07/1993,391.5,5.045
21/07/1993,391.6,5.05
22/07/1993,389,4.9375
23/07/1993,392.6,5.0275
26/07/1993,389.75,4.9665
27/07/1993,393.6,5.105
28/07/1993,391.8,5.065
29/07/1993,394.3,5.145
30/07/1993,403.7,5.3
02/08/1993,406.7,5.42
03/08/1993,404.95,5.3765
04/08/1993,400.65,5.29
05/08/1993,396.45,5.17
06/08/1993,381.9,4.82
09/08/1993,382.5,4.675
10/08/1993,382.2,4.796
11/08/1993,381.35,4.785
12/08/1993,375.35,4.686
13/08/1993,370.45,4.5925
16/08/1993,373.5,4.772
17/08/1993,372.5,4.735
18/08/1993,372.85,4.6925
19/08/1993,373.65,4.725
20/08/1993,370.35,4.6575
23/08/1993,373.6,4.7825
24/08/1993,372.75,4.764
25/08/1993,371.75,4.7475
26/08/1993,371.6,4.725
27/08/1993,370.05,4.6875
31/08/1993,370.6,4.8425
01/09/1993,371.8,4.8325
02/09/1993,369.2,4.72
03/09/1993,363.7,4.555
06/09/1993,364.2,4.525
07/09/1993,362.95,4.5025
08/09/1993,352.25,4.255
09/09/1993,351.35,4.2425
10/09/1993,356,4.2775
13/09/1993,348.25,4.064
14/09/1993,342.05,3.9235
15/09/1993,345.25,4.0375
16/09/1993,350.4,4.057
17/09/1993,352.3,4.0975
20/09/1993,353.5,4.111
21/09/1993,354.3,4.1075
22/09/1993,355,4.0735
23/09/1993,353.75,4.039
24/09/1993,357.4,4.142
27/09/1993,357.25,4.1075
28/09/1993,354.25,4.045
29/09/1993,354.55,4.0625
30/09/1993,352.65,4.03
01/10/1993,353.9,4.0575
04/10/1993,355.5,4.0875
05/10/1993,353.95,4.05
06/10/1993,353.5,4.1525
07/10/1993,356.9,4.33
08/10/1993,357.85,4.365
11/10/1993,360.55,4.3775
12/10/1993,359.6,4.2865
13/10/1993,366.6,4.4475
14/10/1993,365.9,4.4335
15/10/1993,365.35,4.3325
18/10/1993,365,4.355
19/10/1993,368.85,4.4535
20/10/1993,371.6,4.4925
21/10/1993,371.55,4.5115
22/10/1993,370.65,4.436
25/10/1993,371.5,4.4325
26/10/1993,368.5,4.3925
27/10/1993,368.65,4.3875
28/10/1993,369.1,4.42
29/10/1993,369.1,4.4025
01/11/1993,367.95,4.285
02/11/1993,362.5,4.2115
03/11/1993,363,4.2125
04/11/1993,369.1,4.3815
05/11/1993,374.4,4.4775
08/11/1993,377.9,4.5175
09/11/1993,376.35,4.5425
10/11/1993,375.5,4.5325
11/11/1993,377.15,4.5675
12/11/1993,376.75,4.58
15/11/1993,373.9,4.5175
16/11/1993,375.25,4.5775
17/11/1993,373.7,4.55
18/11/1993,374.25,4.6115
19/11/1993,375.75,4.6925
22/11/1993,378.15,4.7325
23/11/1993,378.05,4.6825
24/11/1993,376.1,4.645
