date,gold,silver
29/04/1998,307.55,6.105
30/04/1998,310.7,6.215
01/05/1998,306.1,6.17
05/05/1998,304.2,6.235
06/05/1998,303.5,6.0775
07/05/1998,299,5.88
08/05/1998,299.15,6.0075
11/05/1998,299,5.79
12/05/1998,299.9,5.7875
13/05/1998,295.6,5.46
14/05/1998,296.9,5.56
15/05/1998,302.3,5.6625
18/05/1998,299.7,5.42
19/05/1998,299,5.2525
20/05/1998,298.1,5.21
21/05/1998,300.05,5.34
22/05/1998,300.7,5.31
26/05/1998,298.85,5.28
27/05/1998,292.6,5.085
28/05/1998,293.4,5.175
29/05/1998,292.4,4.9565
01/06/1998,292.35,5.1425
02/06/1998,289.2,5.1175
03/06/1998,293.35,5.19
04/06/1998,292.05,5.175
05/06/1998,292.2,5.23
08/06/1998,290.3,5.255
09/06/1998,296.25,5.46
10/06/1998,294.15,5.355
11/06/1998,292.9,5.3075
12/06/1998,288.1,5.165
15/06/1998,286.1,5.0925
16/06/1998,286.4,5.135
17/06/1998,288.4,5.28
18/06/1998,293.05,5.3175
19/06/1998,293.4,5.295
22/06/1998,294.75,5.31
23/06/1998,295.55,5.36
24/06/1998,293.9,5.335
25/06/1998,293.25,5.2925
26/06/1998,294.5,5.39
29/06/1998,293,5.305
30/06/1998,295.75,5.3575
01/07/1998,297.1,5.525
02/07/1998,295.75,5.445
03/07/1998,293.9,5.3425
06/07/1998,293.15,5.32
07/07/1998,293.1,5.345
08/07/1998,294.35,5.33
09/07/1998,292.2,5.335
10/07/1998,291.35,5.295
13/07/1998,290.7,5.2675
14/07/1998,292.2,5.33
15/07/1998,292.8,5.32
16/07/1998,294.35,5.3625
17/07/1998,293.6,5.285
20/07/1998,294.65,5.39
21/07/1998,295.2,5.4225
22/07/1998,294.4,5.65
23/07/1998,292.9,5.6725
24/07/1998,293.75,5.8325
27/07/1998,290.75,5.625
28/07/1998,290.35,5.64
29/07/1998,291,5.67
30/07/1998,289.15,5.54
31/07/1998,289.4,5.525
03/08/1998,286.65,5.4075
04/08/1998,285.7,5.385
05/08/1998,288.85,5.4725
06/08/1998,286.85,5.42
07/08/1998,286.2,5.41
10/08/1998,286.2,5.285
11/08/1998,284.5,5.2
12/08/1998,285.5,5.245
13/08/1998,282.7,5.105
14/08/1998,284.8,5.14
17/08/1998,283.3,5.13
18/08/1998,284.4,5.12
19/08/1998,285.75,5.1
20/08/1998,283.7,5.1025
21/08/1998,284.45,5.16
24/08/1998,284.3,5.16
25/08/1998,283.9,5.0725
26/08/1998,282.5,4.965
27/08/1998,280.9,4.975
28/08/1998,273.4,4.785
01/09/1998,277.7,4.73
02/09/1998,280,4.8475
03/09/1998,279.65,4.81
04/09/1998,285.4,4.98
07/09/1998,288.35,5.04
08/09/1998,287.3,5.01
09/09/1998,284.15,4.85
10/09/1998,285.65,4.98
11/09/1998,293.75,5.0525
14/09/1998,290.3,4.96
15/09/1998,290.35,4.93
16/09/1998,289.15,4.95
17/09/1998,287.65,4.9425
18/09/1998,290.85,4.995
21/09/1998,292.1,5.005
22/09/1998,288.5,4.895
23/09/1998,288,4.88
24/09/1998,290.6,5.06
25/09/1998,296.35,5.185
28/09/1998,293.8,5.14
29/09/1998,296.85,5.355
30/09/1998,294.1,5.385
01/10/1998,299,5.36
02/10/1998,301.4,5.305
05/10/1998,298.75,5.155
06/10/1998,296.35,5.0875
07/10/1998,298.85,5.13
08/10/1998,302.35,5.22
09/10/1998,299.65,5.0125
12/10/1998,296.65,4.845
13/10/1998,296.8,4.865
14/10/1998,296.6,4.8025
15/10/1998,296,4.82
16/10/1998,300.45,4.96
19/10/1998,298.35,4.9
20/10/1998,295.85,4.855
21/10/1998,296.9,4.89
22/10/1998,293.75,4.88
23/10/1998,292.85,4.865
26/10/1998,291.2,4.86
27/10/1998,293,5
28/10/1998,293.75,5.06
29/10/1998,293.5,5.045
30/10/1998,293.1,5.055
02/11/1998,292.75,5.035
03/11/1998,290.1,4.96
04/11/1998,290.1,4.925
05/11/1998,290.9,4.95
09/11/1998,292.4,4.995
10/11/1998,291.75,5
11/11/1998,293.6,4.9875
12/11/1998,293,4.985
13/11/1998,297.2,5.1275
16/11/1998,295.35,5.035
17/11/1998,294.6,4.95
18/11/1998,294.4,4.955
19/11/1998,297.85,5.01
23/11/1998,295.6,4.915
24/11/1998,295.95,4.9175
25/11/1998,296.2,4.915
26/11/1998,296.25,4.92
27/11/1998,295.7,4.935
30/11/1998,295.75,4.925
01/12/1998,293.35,4.875
02/12/1998,293.9,4.875
03/12/1998,292.95,4.69
04/12/1998,292.4,4.7825
07/12/1998,292.35,4.76
08/12/1998,294.5,4.78
09/12/1998,293.5,4.82
10/12/1998,294.9,4.835
11/12/1998,294.3,4.835
14/12/1998,291.25,4.785
15/12/1998,292.5,4.87
16/12/1998,292.55,4.9425
17/12/1998,293.75,5.0175
18/12/1998,292.35,4.935
21/12/1998,289.95,4.95
22/12/1998,288.7,4.89
23/12/1998,287.7,4.89
29/12/1998,286.7,4.915
30/12/1998,286.8,5.03
04/01/1999,288.25,4.995
05/01/1999,287,4.91
06/01/1999,287.15,5.1525
07/01/1999,288.6,5.29
08/01/1999,290.9,5.21
11/01/1999,291.25,5.255
12/01/1999,291.4,5.355
13/01/1999,288.2,5.185
14/01/1999,285.7,5.14
15/01/1999,285.85,5.105
18/01/1999,286.95,5.13
19/01/1999,287.3,5.125
20/01/1999,285.9,5.13
21/01/1999,287.1,5.1525
22/01/1999,287.75,5.135
25/01/1999,286.3,5.095
26/01/1999,287.3,5.15
27/01/1999,285.8,5.08
28/01/1999,282.3,5.0875
29/01/1999,285.65,5.2375
01/02/1999,287.1,5.275
02/02/1999,289.75,5.28
03/02/1999,287.55,5.54
04/02/1999,287.25,5.62
05/02/1999,289.75,5.69
08/02/1999,288.85,5.575
09/02/1999,287.65,5.53
10/02/1999,287.1,5.525
11/02/1999,287.5,5.495
12/02/1999,287.4,5.64
15/02/1999,290.05,5.75
16/02/1999,288.05,5.665
17/02/1999,285.35,5.385
18/02/1999,285.65,5.4625
19/02/1999,287.05,5.6
22/02/1999,287.2,5.575
23/02/1999,286.65,5.505
24/02/1999,286.1,5.5
25/02/1999,287.1,5.42
26/02/1999,286.8,5.58
01/03/1999,287.05,5.62
02/03/1999,286.4,5.485
03/03/1999,286.65,5.345
04/03/1999,286.7,5.2225
05/03/1999,287.9,5.295
08/03/1999,288.5,5.245
09/03/1999,291.9,5.315
10/03/1999,291.5,5.24
11/03/1999,293.8,5.285
12/03/1999,293.65,5.3075
15/03/1999,291.25,5.205
16/03/1999,286.8,5.055
17/03/1999,283.9,5.0425
18/03/1999,284.35,5.04
19/03/1999,283.45,5.035
22/03/1999,284.5,5.07
23/03/1999,285.1,5.13
24/03/1999,284.25,5.095
25/03/1999,283.75,5.055
26/03/1999,282,5.0575
29/03/1999,280.35,5.0925
30/03/1999,280.05,5.115
31/03/1999,279.8,5.025
01/04/1999,280.5,5.01
06/04/1999,278.35,4.945
07/04/1999,280.25,4.9575
08/04/1999,280.4,4.9775
09/04/1999,281.6,4.915
12/04/1999,282.7,4.98
13/04/1999,282.5,4.89
14/04/1999,283.85,4.94
15/04/1999,281.25,4.88
16/04/1999,283.9,5.02
19/04/1999,284.65,5.065
20/04/1999,284.55,5.145
21/04/1999,283.9,5.115
22/04/1999,283.35,5.1525
23/04/1999,283.7,5.1825
26/04/1999,283.1,5.145
27/04/1999,281.5,5.0975
28/04/1999,282.8,5.205
29/04/1999,283.7,5.275
30/04/1999,285.85,5.44
04/05/1999,285.6,5.325
05/05/1999,285.5,5.295
06/05/1999,288.1,5.43
07/05/1999,283.4,5.2725
10/05/1999,280.65,5.375
11/05/1999,278.3,5.3825
12/05/1999,278,5.4
13/05/1999,278.4,5.365
14/05/1999,277.2,5.47
17/05/1999,276.1,5.36
18/05/1999,274.7,5.375
19/05/1999,272.85,5.285
20/05/1999,274.4,5.315
21/05/1999,274.85,5.305
24/05/1999,272.2,5.145
25/05/1999,272.65,5.085
26/05/1999,269.5,5.05
27/05/1999,268.25,4.955
28/05/1999,271.05,4.935
01/06/1999,265.5,4.88
02/06/1999,267.05,4.98
03/06/1999,263.85,4.96
04/06/1999,266.5,4.9025
07/06/1999,266.35,4.98
08/06/1999,263.85,4.98
09/06/1999,262,4.9275
10/06/1999,258.35,5.02
11/06/1999,259.2,5.09
14/06/1999,259.3,5.115
15/06/1999,259.65,5.0725
16/06/1999,258.9,5.01
17/06/1999,259,5.0475
18/06/1999,260.5,5.065
21/06/1999,259.15,4.97
22/06/1999,259.15,5.02
23/06/1999,258.7,5.07
24/06/1999,260.7,5.1
25/06/1999,261.15,5.125
28/06/1999,260,5.0725
29/06/1999,260.8,5.15
30/06/1999,261.2,5.2175
01/07/1999,263,5.31
02/07/1999,262.9,5.24
05/07/1999,262.85,5.27
06/07/1999,261.3,5.2575
07/07/1999,256.2,5.175
08/07/1999,256.4,5.225
09/07/1999,257,5.215
12/07/1999,256.05,5.2275
13/07/1999,254.25,5.1785
14/07/1999,255.6,5.12
15/07/1999,253.75,5.05
16/07/1999,254.8,5.11
19/07/1999,253.15,5.05
20/07/1999,253,5.05
21/07/1999,252.9,5.025
22/07/1999,255.35,5.115
23/07/1999,254.9,5.13
26/07/1999,253.5,5.115
27/07/1999,254.2,5.16
28/07/1999,254,5.15
29/07/1999,254.5,5.3225
30/07/1999,256.75,5.4475
02/08/1999,255.35,5.36
03/08/1999,255.7,5.41
04/08/1999,257.5,5.52
05/08/1999,256.25,5.455
06/08/1999,255.3,5.385
09/08/1999,256.45,5.3575
10/08/1999,257,5.28
11/08/1999,256.9,5.34
12/08/1999,260.2,5.395
13/08/1999,260.7,5.34
16/08/1999,259.25,5.2575
17/08/1999,259,5.235
18/08/1999,261.5,5.24
19/08/1999,258.6,5.205
20/08/1999,258.6,5.1875
23/08/1999,257.5,5.245
24/08/1999,254.2,5.13
25/08/1999,253.2,5.11
26/08/1999,253.15,5.075
27/08/1999,254.7,5.12
31/08/1999,254.6,5.0775
01/09/1999,255.45,5.195
02/09/1999,254.05,5.1425
03/09/1999,255.4,5.19
06/09/1999,254.9,5.135
07/09/1999,254.9,5.16
08/09/1999,256,5.165
09/09/1999,256.8,5.1875
10/09/1999,256.2,5.2
13/09/1999,256.6,5.19
14/09/1999,256.7,5.135
15/09/1999,257.4,5.13
16/09/1999,255.7,5.1
17/09/1999,255.2,5.0975
20/09/1999,255.3,5.115
21/09/1999,255.2,5.14
22/09/1999,262.6,5.255
23/09/1999,263.4,5.26
24/09/1999,265.6,5.25
27/09/1999,281.7,5.3175
28/09/1999,288.25,5.44
29/09/1999,317.25,5.71
01/10/1999,303,5.6725
04/10/1999,311.75,5.605
05/10/1999,326.25,5.71
06/10/1999,325,5.4725
07/10/1999,318,5.5775
08/10/1999,322.75,5.555
11/10/1999,317.75,5.52
12/10/1999,323.5,5.565
13/10/1999,320.5,5.55
14/10/1999,322.65,5.65
15/10/1999,316,5.38
18/10/1999,317.65,5.345
19/10/1999,309,5.23
20/10/1999,309.75,5.24
21/10/1999,305.5,5.1725
22/10/1999,303.25,5.21
25/10/1999,302.4,5.24
26/10/1999,297.95,5.2625
27/10/1999,290.4,5.185
28/10/1999,300.9,5.21
29/10/1999,298.85,5.29
01/11/1999,293.85,5.195
02/11/1999,292.05,5.21
03/11/1999,291.75,5.22
04/11/1999,292.25,5.22
05/11/1999,292,5.21
08/11/1999,289,5.055
09/11/1999,291.25,5.0775
10/11/1999,291.85,5.11
11/11/1999,296.25,5.125
12/11/1999,292.8,5.075
15/11/1999,292.7,5.07
16/11/1999,292,5.095
17/11/1999,295.45,5.1675
18/11/1999,293.65,5.1
19/11/1999,293.7,5.13
22/11/1999,294.4,5.135
23/11/1999,296.7,5.1725
24/11/1999,297.85,5.25
25/11/1999,298.5,5.1975
26/11/1999,297.2,5.1975
29/11/1999,293.1,5.22
30/11/1999,292,5.18
01/12/1999,291.4,5.19
02/12/1999,289.25,5.16
03/12/1999,280.85,5.085
06/12/1999,277.25,5.07
07/12/1999,280,5.135
08/12/1999,283.3,5.14
09/12/1999,279.6,5.09
10/12/1999,278.45,5.1075
13/12/1999,279.75,5.115
14/12/1999,280.3,5.1025
15/12/1999,279.85,5.185
16/12/1999,280.25,5.16
17/12/1999,283.05,5.2
20/12/1999,284.25,5.2
21/12/1999,284.6,5.175
22/12/1999,287,5.165
23/12/1999,286.4,5.1975
29/12/1999,290.65,5.19
30/12/1999,290.85,5.33
04/01/2000,282.05,5.3025
05/01/2000,282.1,5.285
06/01/2000,280.35,5.14
07/01/2000,282,5.135
10/01/2000,281.7,5.145
11/01/2000,281.7,5.155
12/01/2000,282.25,5.145
13/01/2000,282.2,5.09
14/01/2000,284.15,5.095
17/01/2000,284.9,5.125
18/01/2000,286.85,5.13
19/01/2000,288.75,5.1025
20/01/2000,288.35,5.13
21/01/2000,287.7,5.18
24/01/2000,287.45,5.21
25/01/2000,288.7,5.2675
26/01/2000,284.9,5.2
27/01/2000,286.5,5.295
28/01/2000,286.15,5.37
31/01/2000,283.05,5.26
01/02/2000,283.65,5.2425
02/02/2000,283.1,5.2075
03/02/2000,285.25,5.2
04/02/2000,287.5,5.23
07/02/2000,316.6,5.4475
08/02/2000,303.15,5.27
09/02/2000,306,5.3625
10/02/2000,311.25,5.36
11/02/2000,316.5,5.36
14/02/2000,308.75,5.235
15/02/2000,307,5.24
16/02/2000,300.5,5.23
17/02/2000,306.25,5.285
18/02/2000,302.25,5.23
21/02/2000,305.75,5.24
22/02/2000,305.4,5.24
23/02/2000,305.25,5.255
24/02/2000,299.9,5.22
25/02/2000,297.15,5.15
28/02/2000,292.75,5.0775
29/02/2000,294,5.095
01/03/2000,293.75,5.125
02/03/2000,289,5.035
03/03/2000,289.3,5.02
06/03/2000,289.25,5.09
07/03/2000,288.35,5.05
08/03/2000,292.75,5.065
09/03/2000,289,5.05
10/03/2000,292.1,5.11
13/03/2000,289.65,5.0925
14/03/2000,290.3,5.08
15/03/2000,288.7,5.08
16/03/2000,288.4,5.115
17/03/2000,285.5,5.06
20/03/2000,284.85,5.065
21/03/2000,286.15,5.035
22/03/2000,289.4,5.13
23/03/2000,286.5,5.105
24/03/2000,284.9,5.08
27/03/2000,284.35,5.09
28/03/2000,280.3,5.065
29/03/2000,279.1,5.05
30/03/2000,276.7,4.94
31/03/2000,275.9,4.935
03/04/2000,278.8,5.04
04/04/2000,276.75,4.99
05/04/2000,283.1,5.11
06/04/2000,278.85,5.095
07/04/2000,279.95,5.085
10/04/2000,281.5,5.08
11/04/2000,281.2,5.1175
12/04/2000,280.25,5.095
13/04/2000,281.4,5.1
14/04/2000,280.65,5.13
17/04/2000,283.5,5.135
18/04/2000,281.8,5.085
19/04/2000,281.4,5.1025
20/04/2000,280.5,5.095
25/04/2000,280,4.96
26/04/2000,277.7,4.97
28/04/2000,275.85,4.9375
02/05/2000,275,5.005
03/05/2000,277.6,5
04/05/2000,277.3,5
05/05/2000,280.5,5.075
08/05/2000,277.25,4.985
09/05/2000,276.9,4.99
10/05/2000,277.8,5.025
11/05/2000,277,5
12/05/2000,276.2,4.97
15/05/2000,275.65,4.99
16/05/2000,275.7,5.005
17/05/2000,274.85,5.04
18/05/2000,272.5,4.965
19/05/2000,273.75,4.98
22/05/2000,274,4.9775
23/05/2000,275.15,4.995
24/05/2000,273.9,4.98
25/05/2000,273,4.9675
26/05/2000,270.45,4.915
30/05/2000,274.4,4.94
31/05/2000,272.25,4.9
01/06/2000,272.8,4.895
02/06/2000,272.95,4.91
05/06/2000,281.7,5.03
06/06/2000,284.8,5.005
07/06/2000,286.95,5.045
08/06/2000,285.1,5.055
09/06/2000,285.15,5.035
12/06/2000,284.1,5.01
13/06/2000,293,5.0875
14/06/2000,286.05,4.995
15/06/2000,289.15,5.06
16/06/2000,290.3,5.05
19/06/2000,288.1,5.04
20/06/2000,286.4,4.99
21/06/2000,286.6,5.02
22/06/2000,286.1,4.93
23/06/2000,285.3,4.955
26/06/2000,283,4.94
27/06/2000,284.2,4.955
28/06/2000,286.35,4.935
29/06/2000,290.85,4.9775
30/06/2000,289.15,5.0175
03/07/2000,288.05,4.995
04/07/2000,287.8,4.99
05/07/2000,287.7,4.99
06/07/2000,285.4,4.97
07/07/2000,284.15,4.985
10/07/2000,284.25,4.975
11/07/2000,283.6,4.975
12/07/2000,282.85,4.955
13/07/2000,280.65,4.955
14/07/2000,280.65,4.96
17/07/2000,282.4,5.005
18/07/2000,282.65,5.015
19/07/2000,281.8,4.99
20/07/2000,277.9,4.96
21/07/2000,280.35,4.9875
24/07/2000,280.05,4.925
25/07/2000,278.75,4.92
26/07/2000,280.15,4.965
27/07/2000,280.2,4.935
28/07/2000,278.45,4.95
31/07/2000,277.4,4.95
01/08/2000,277.3,4.9775
02/08/2000,277.15,4.96
03/08/2000,276.65,4.9575
04/08/2000,273.3,4.9475
07/08/2000,273.5,4.92
08/08/2000,274,4.925
09/08/2000,272.3,4.87
10/08/2000,272.45,4.875
11/08/2000,273.15,4.9
14/08/2000,275.45,4.91
15/08/2000,274.7,4.865
16/08/2000,275.5,4.845
17/08/2000,277.15,4.87
18/08/2000,277.15,4.8525
21/08/2000,276.4,4.835
22/08/2000,274,4.8275
23/08/2000,272.45,4.81
24/08/2000,272,4.76
25/08/2000,273.35,4.86
29/08/2000,274,4.885
30/08/2000,272.6,4.8925
31/08/2000,274.95,4.91
01/09/2000,276.6,4.94
04/09/2000,277,4.955
05/09/2000,276.2,4.9425
06/09/2000,275.3,4.95
07/09/2000,272.95,4.91
08/09/2000,274.1,4.89
11/09/2000,272.6,4.865
12/09/2000,272.8,4.855
13/09/2000,272.8,4.88
14/09/2000,272.8,4.865
15/09/2000,272.85,4.8675
18/09/2000,272.45,4.855
19/09/2000,272,4.8475
20/09/2000,271.1,4.855
21/09/2000,269.65,4.82
22/09/2000,272.35,4.8825
25/09/2000,273.55,4.8925
26/09/2000,274.05,4.8975
27/09/2000,274.75,4.9
28/09/2000,277.2,4.9375
29/09/2000,274.1,4.8875
02/10/2000,274.3,4.8825
03/10/2000,272.4,4.88
04/10/2000,271.3,4.885
05/10/2000,271.35,4.875
06/10/2000,270.8,4.855
09/10/2000,270.25,4.86
10/10/2000,269.75,4.865
11/10/2000,273,4.885
12/10/2000,270.8,4.8525
13/10/2000,275.85,4.8825
16/10/2000,272.05,4.86
17/10/2000,270.55,4.845
18/10/2000,271.3,4.84
19/10/2000,270.5,4.83
20/10/2000,271.5,4.815
23/10/2000,271.25,4.83
24/10/2000,270.4,4.78
25/10/2000,269.3,4.78
26/10/2000,266.75,4.75
27/10/2000,266.05,4.7175
30/10/2000,265.65,4.755
31/10/2000,263.8,4.74
01/11/2000,266,4.75
02/11/2000,265.75,4.75
03/11/2000,266.45,4.71
06/11/2000,265.75,4.73
07/11/2000,264.1,4.74
08/11/2000,265,4.715
09/11/2000,264.3,4.7225
10/11/2000,265.15,4.725
13/11/2000,264.3,4.67
14/11/2000,264.5,4.6625
15/11/2000,265.25,4.66
16/11/2000,265.4,4.67
17/11/2000,266.5,4.6525
20/11/2000,265.75,4.645
21/11/2000,267.25,4.6475
22/11/2000,266.45,4.62
23/11/2000,265.9,4.62
24/11/2000,266,4.615
27/11/2000,266.2,4.62
28/11/2000,269.75,4.6925
29/11/2000,269,4.695
30/11/2000,267,4.63
01/12/2000,271.2,4.685
04/12/2000,271.15,4.665
05/12/2000,271.85,4.6925
06/12/2000,270.85,4.71
07/12/2000,275.1,4.745
08/12/2000,273.3,4.71
11/12/2000,272.5,4.66
12/12/2000,271,4.66
13/12/2000,269.95,4.65
14/12/2000,269.7,4.6375
15/12/2000,270.3,4.61
18/12/2000,270.5,4.575
19/12/2000,269.45,4.57
20/12/2000,270.2,4.61
21/12/2000,273,4.605
27/12/2000,274.7,4.63
28/12/2000,274.6,4.595
02/01/2001,272.8,4.59
03/01/2001,269,4.525
04/01/2001,268.75,4.495
05/01/2001,268,4.52
08/01/2001,268.6,4.57
09/01/2001,267.75,4.55
10/01/2001,266.7,4.53
11/01/2001,264.8,4.545
12/01/2001,263.65,4.56
15/01/2001,263.35,4.6
16/01/2001,264.5,4.605
17/01/2001,263.1,4.6675
18/01/2001,264.1,4.725
19/01/2001,265.75,4.82
22/01/2001,266.1,4.775
23/01/2001,267.1,4.805
24/01/2001,265.7,4.765
25/01/2001,263.6,4.7775
26/01/2001,264.5,4.785
29/01/2001,263.1,4.785
30/01/2001,263.4,4.7975
31/01/2001,266.2,4.79
01/02/2001,266.85,4.7975
02/02/2001,268,4.745
05/02/2001,266.25,4.72
06/02/2001,264.55,4.66
07/02/2001,262.9,4.63
08/02/2001,263.4,4.58
09/02/2001,260.5,4.57
12/02/2001,260.9,4.555
13/02/2001,261.5,4.57
14/02/2001,260.9,4.55
15/02/2001,259.5,4.515
16/02/2001,256.7,4.5
19/02/2001,258.95,4.495
20/02/2001,258.3,4.4975
21/02/2001,257.3,4.42
22/02/2001,258,4.425
23/02/2001,259.95,4.45
26/02/2001,262.8,4.435
27/02/2001,268.1,4.4625
28/02/2001,265,4.43
01/03/2001,266.7,4.51
02/03/2001,263.35,4.42
05/03/2001,261.85,4.4
06/03/2001,262.6,4.42
07/03/2001,261.55,4.42
08/03/2001,263.6,4.46
09/03/2001,268.75,4.505
12/03/2001,270.5,4.51
13/03/2001,269.4,4.415
14/03/2001,267.45,4.45
15/03/2001,262.7,4.42
16/03/2001,260.2,4.35
19/03/2001,260.5,4.325
20/03/2001,262.6,4.335
21/03/2001,261.2,4.335
22/03/2001,262.25,4.34
23/03/2001,262.3,4.345
26/03/2001,261.3,4.35
27/03/2001,262.75,4.365
28/03/2001,261.2,4.4275
29/03/2001,260.2,4.36
30/03/2001,259.05,4.33
02/04/2001,257.55,4.295
03/04/2001,257,4.325
04/04/2001,259.2,4.325
05/04/2001,258.2,4.345
06/04/2001,258.1,4.35
09/04/2001,260.9,4.35
10/04/2001,257.05,4.325
11/04/2001,258.45,4.33
12/04/2001,259.4,4.365
17/04/2001,262.15,4.405
18/04/2001,260.1,4.325
19/04/2001,261.35,4.375
20/04/2001,264.2,4.43
23/04/2001,262.9,4.42
24/04/2001,263.65,4.43
25/04/2001,263.95,4.435
26/04/2001,262.2,4.38
27/04/2001,264.45,4.4
30/04/2001,263.45,4.365
01/05/2001,263.8,4.3375
02/05/2001,265,4.385
03/05/2001,265.3,4.385
04/05/2001,265.8,4.36
08/05/2001,265.6,4.325
09/05/2001,265.2,4.3225
10/05/2001,269.4,4.395
11/05/2001,268.95,4.345
14/05/2001,267.7,4.34
15/05/2001,268.05,4.34
16/05/2001,269.1,4.335
17/05/2001,271.75,4.42
18/05/2001,272.1,4.45
21/05/2001,288.35,4.585
22/05/2001,282.75,4.515
23/05/2001,283.85,4.52
24/05/2001,283.45,4.625
25/05/2001,280.65,4.5675
29/05/2001,276.65,4.52
30/05/2001,273.65,4.5125
31/05/2001,266.1,4.425
01/06/2001,265.65,4.395
04/06/2001,266.25,4.405
05/06/2001,266.15,4.3475
06/06/2001,266.95,4.36
07/06/2001,266.25,4.335
08/06/2001,267.25,4.345
11/06/2001,272.75,4.36
12/06/2001,267.9,4.3325
13/06/2001,271.8,4.385
14/06/2001,272.2,4.3975
15/06/2001,274.35,4.45
18/06/2001,271.5,4.375
19/06/2001,273.95,4.43
20/06/2001,272.4,4.4
21/06/2001,272.65,4.35
22/06/2001,273.2,4.335
25/06/2001,273.1,4.32
26/06/2001,273.85,4.3
27/06/2001,276,4.3525
28/06/2001,271.45,4.305
29/06/2001,269.9,4.335
02/07/2001,269.1,4.305
03/07/2001,268.6,4.29
04/07/2001,267.6,4.27
05/07/2001,267.55,4.26
06/07/2001,265.2,4.225
09/07/2001,266.85,4.265
10/07/2001,267.2,4.265
11/07/2001,266.55,4.255
12/07/2001,267.65,4.26
13/07/2001,266.4,4.2525
16/07/2001,268,4.31
17/07/2001,266.85,4.22
18/07/2001,268.1,4.24
19/07/2001,271.55,4.27
20/07/2001,270.1,4.22
23/07/2001,269.25,4.2575
24/07/2001,268.9,4.26
25/07/2001,269.25,4.24
26/07/2001,267.15,4.24
27/07/2001,265.88,4.25
30/07/2001,266.4,4.225
31/07/2001,265.55,4.215
01/08/2001,267.7,4.24
02/08/2001,268.3,4.2325
03/08/2001,267.5,4.24
06/08/2001,267.9,4.22
07/08/2001,266.7,4.14
08/08/2001,266.5,4.155
09/08/2001,269,4.155
10/08/2001,273.35,4.22
13/08/2001,275.1,4.175
14/08/2001,274.1,4.16
15/08/2001,276.35,4.23
16/08/2001,275.1,4.17
17/08/2001,276.25,4.215
20/08/2001,277.75,4.24
21/08/2001,276.95,4.165
22/08/2001,277.25,4.205
23/08/2001,274.3,4.195
24/08/2001,275.15,4.22
28/08/2001,271.6,4.21
29/08/2001,272.85,4.21
30/08/2001,273.4,4.2025
31/08/2001,275.35,4.2
03/09/2001,273.55,4.195
04/09/2001,272.25,4.175
05/09/2001,271.7,4.19
06/09/2001,272,4.18
07/09/2001,273.15,4.185
10/09/2001,273.2,4.18
11/09/2001,271.4,4.18
12/09/2001,279.5,4.22
13/09/2001,278.5,4.215
14/09/2001,284.5,4.27
17/09/2001,291,4.29
18/09/2001,288.65,4.365
19/09/2001,289.35,4.465
20/09/2001,288.2,4.62
21/09/2001,291.3,4.6
24/09/2001,289.65,4.5075
25/09/2001,287.95,4.52
26/09/2001,291.6,4.5525
27/09/2001,291.25,4.545
28/09/2001,291.65,4.58
01/10/2001,291.65,4.58
02/10/2001,291.1,4.595
03/10/2001,289.94,4.5875
04/10/2001,289.15,4.61
05/10/2001,291.6,4.645
08/10/2001,292.85,4.645
09/10/2001,291.1,4.63
10/10/2001,286.5,4.4875
11/10/2001,282.35,4.415
12/10/2001,282.85,4.42
15/10/2001,283.75,4.42
16/10/2001,281.25,4.355
17/10/2001,281.65,4.375
18/10/2001,282.2,4.345
19/10/2001,278.7,4.24
22/10/2001,277.55,4.235
23/10/2001,274.9,4.225
24/10/2001,276.15,4.245
25/10/2001,275.35,4.19
26/10/2001,276.95,4.205
29/10/2001,277.7,4.215
30/10/2001,280.2,4.2875
31/10/2001,280.95,4.275
01/11/2001,279.45,4.235
02/11/2001,280.2,4.22
05/11/2001,278.95,4.125
06/11/2001,279.9,4.125
07/11/2001,280.5,4.145
08/11/2001,280.2,4.13
09/11/2001,277.3,4.105
12/11/2001,277.7,4.15
13/11/2001,277.65,4.1125
14/11/2001,277.55,4.18
15/11/2001,276.05,4.11
16/11/2001,275.5,4.1175
19/11/2001,274.2,4.11
20/11/2001,273.75,4.08
21/11/2001,273.15,4.065
22/11/2001,273.2,4.065
23/11/2001,272.55,4.095
26/11/2001,273.05,4.07
27/11/2001,273.65,4.07
28/11/2001,274.6,4.09
29/11/2001,274.65,4.1375
30/11/2001,274.7,4.14
03/12/2001,275.25,4.18
04/12/2001,276.55,4.2075
05/12/2001,275.75,4.145
06/12/2001,274.1,4.22
07/12/2001,274.75,4.27
10/12/2001,273.35,4.235
11/12/2001,272.6,4.245
12/12/2001,273.25,4.29
13/12/2001,273.95,4.27
14/12/2001,274.85,4.36
17/12/2001,277.8,4.385
18/12/2001,278.85,4.44
19/12/2001,278.9,4.49
20/12/2001,276.25,4.385
21/12/2001,277.8,4.52
27/12/2001,278.05,4.54
28/12/2001,277.6,4.5
02/01/2002,278.1,4.59
03/01/2002,278.65,4.63
04/01/2002,278.95,4.68
08/01/2002,278.2,4.77
09/01/2002,279.35,4.75
10/01/2002,287,4.845
11/01/2002,286.6,4.76
14/01/2002,286.4,4.6675
15/01/2002,283.85,4.555
16/01/2002,287.95,4.67
17/01/2002,285.15,4.565
18/01/2002,283.7,4.4125
21/01/2002,282.65,4.355
22/01/2002,283.35,4.34
